gene_name,unstranded
VDAC1P12,0
CDRT15P2,0
MIS18A-AS1,22
AL158827.1,0
SMIM2-AS1,6
HMGN2P22,0
LINC01985,0
YWHAZP7,0
HCG4B,25
ACTR3BP5,0
GXYLT1P7,32
AC072039.1,0
KLLN,71
AL162427.1,1
AC009963.1,0
RPL39P25,0
MYOCD-AS1,0
MTND6P10,0
AL603839.1,0
AC110015.1,4
AL389889.1,0
RPL35AP12,1
MARK2P10,0
ARID3BP1,4
HSFY3P,0
LINC01364,2
AC092170.1,0
AC009229.1,0
AC118345.1,0
AC016994.1,0
ELL2P1,21
AL035541.1,0
ARAFP3,0
KRT16P2,6
AL356489.1,0
SSXP9,0
AC239727.1,0
AC067942.1,1
AC073188.2,0
LINC02708,0
AC010998.1,0
LINC02832,3
AC140076.1,0
AL031985.2,2
AL445686.1,0
LINC02630,0
MTND4P15,0
AL139396.1,25
AF130417.1,2
RPL7AP22,2
IGHJ1P,0
LINC00434,0
RPL23AP43,4
AL139280.1,2
THRAP3P1,3
LINC00307,0
RPL15P1,1
HAUS6P1,1
PARG,1610
HNRNPKP2,18
MTND5P25,0
CEACAMP7,0
PPIAP88,0
NANOGP6,0
ARHGEF7-AS1,0
RAB28P3,0
RBM26-AS1,398
AL359644.1,14
LINC00866,0
AL354861.1,0
AC017074.1,12
AL512658.1,0
RPS24P7,1
AC018685.1,0
AC008060.2,0
SLC9B1P4,0
CDK8P2,0
AC254562.1,9
AC074085.1,0
TP73-AS1,722
RABGAP1L-DT,11
AL157832.1,0
DLG1-AS1,1
FTH1P16,62
PPIAP2,2
EIF4A2P2,4
RPL35AP2,0
AC091705.1,0
AL133410.1,25
SALL1P1,0
HPN-AS1,14
AL031575.1,0
RPL11P1,2
EIF2AP4,3
AC079355.2,0
KIF9-AS1,158
AL391219.1,1
AC012501.2,0
RPL37P1,0
LINC01806,0
KRT8P20,0
RNF6P1,0
AC245884.1,2
AMYP1,0
ZMYM4-AS1,2
ACNATP,0
STK33P1,0
AL022238.1,3
AL929472.1,0
AC114402.1,0
PCGEM1,0
LINC01724,4
OR10U1P,0
MRPS21P2,0
VN1R33P,0
MDH1P1,2
H3P9,0
CSE1L-AS1,3
ASIC4-AS1,5
AC090018.1,0
RNF19BPX,0
FCF1P1,1
RPS8P4,0
AP001471.1,0
TTTY17B,0
ATP5MC1P4,2
H3P30,0
AC007322.1,0
OR10R1P,0
XGY1,0
FGF7P6,1
HNRNPA1P63,0
MTND4P30,1
AL450345.1,4
LINC00310,86
AC079612.2,0
PSME2P6,1
AL390838.1,0
GPN3P1,1
PDE4B-AS1,0
LINC01537,5
RPL39P16,7
AKR1B15,11
TSSK5P,52
RPL6P24,1
AL355300.1,0
STK4-AS1,39
AC124861.1,0
CCDC148-AS1,1
AC008080.2,0
AL157702.2,7
CR559946.1,2
AL162400.1,0
AL050309.1,21
NCAM1-AS1,297
GAGE12D,0
AC006458.1,0
CCNJP1,0
AL138921.1,14
AC239367.1,0
USP9YP14,0
KIF1C-AS1,24
AC099066.2,4
PABPC1P6,0
AC018359.1,0
AC092647.2,0
SCAMP4,6296
MROCKI,718
AC016925.1,0
LTB,235
LINC01624,26
LINC01839,0
LINC01442,0
AC005297.1,0
AL592301.1,8
ILRUNP1,0
AC107890.1,0
C1DP4,0
AL160163.1,0
LINC01483,1
MIR1302-9HG,3
AL008719.1,1
TUBB4BP8,0
RPS20P15,0
RPL7P6,11
AC096540.1,24
DIAPH3-AS1,0
AL162414.1,1
AC002542.1,0
SLC2A1-AS1,16
AP1M2P1,0
AL357315.1,0
SOCS5P4,6
AL139281.1,0
HNRNPFP1,0
DNAJC9-AS1,77
SFR1P1,2
AC092614.1,0
SPAG5-AS1,23
AC018647.1,382
AC006455.2,0
OR4A2P,0
AC116035.1,0
TRBV7-5,2
USP17L12,0
AL590422.1,0
MIR4290HG,0
AC096531.1,0
MTND3P9,0
RPS15AP30,0
AC074257.1,0
RNF11P2,0
LINC00376,0
SNX18P26,0
AC004986.1,0
AC112229.2,0
RPS3AP53,0
AL136114.1,1
STAU2P1,1
ADGRF5P1,6
RPS3AP37,2
MTND4P5,0
AL360013.1,0
RPS26P39,2
CNTN4-AS2,0
TP73-AS3,0
ATP5MC1P5,11
HSD11B1-AS1,8
PIGFP3,0
PHBP16,0
WASF1P1,0
Z94721.1,1
PTPRT-AS1,0
AL031779.1,0
TOMM22P3,0
AC005392.1,0
SUMO2P2,0
TMEM183AP1,5
FRMPD3-AS1,0
LINC01074,0
QRSL1P2,0
AP001324.1,147
AC063976.3,0
CERS6-AS1,4
AL391056.1,2
ALG1L8P,3
PHBP11,0
AC010881.1,0
SNRPEP3,1
AL359510.1,0
AL080276.2,10
SLC25A15P1,0
LINC01132,45
AC018804.1,2
RBMY2YP,0
LINC01714,0
USP9YP21,0
HNRNPA1P14,5
SOX21-AS1,1467
HIGD1AP11,0
RPL7P54,0
STEAP2-AS1,0
MTND6P32,0
ISCA1P6,0
SERPINA7P1,0
AC005160.1,0
CLYBL-AS2,0
UST-AS1,1
MTCO3P18,1
RPL7P2,1
CYCSP24,8
AL392003.1,1
AL390728.4,1592
AL162734.1,1
LINC00355,0
LINC01068,4
AL355581.1,8
AL133173.1,0
AC108051.1,0
AL033504.1,0
ATP5F1AP2,2
AL358394.1,3
CROCCP4,0
LINC02088,0
AL713965.1,0
HNRNPA3P2,1
SRP68P2,0
MED28P3,6
GSTM3P1,0
RPL23AP74,0
DNMBP-AS1,9
AP001619.1,9
AC239809.2,0
LINC00111,0
AL354892.1,0
AL391097.2,0
AL713998.1,0
SDAD1P3,0
LINC01850,0
AC091607.1,1
AC245517.2,0
AL451054.1,0
AL359915.1,2
AC092159.1,0
MTND6P18,0
AP000459.1,0
AC138749.1,0
AC016730.1,0
AC006042.1,36
RPSAP64,0
AL022100.1,0
AL596188.1,0
GCOM2,9
AP001271.1,0
AL356583.1,0
RD3L,0
MTND6P5,0
AC239809.3,25
AL590378.1,0
CYCSP5,0
MTCO3P16,1
OR8B1P,0
PSMD14P1,0
LINC02803,11
AL121987.2,15
CALR4P,10
AC004875.1,0
LINC01940,6
AC098826.2,2
AC096631.2,0
AL138916.1,0
RCC2-AS1,0
AC023194.1,0
AP000344.1,8
AP000282.1,1
AL645939.2,5
VTI1BP4,0
AC135001.1,0
GUSBP8,0
LINC01693,11
MYL12BP2,4
AL671277.1,0
AC072062.1,10
RPL7P12,0
ASH1L-IT1,2
AL031282.1,536
AKR1D1P1,1
AL031736.1,3
AC234779.1,0
AC002553.1,18
ZNF965P,0
AC092013.1,1
MTCO3P43,3
MTCYBP7,0
SPECC1P1,3
RPS10P9,8
MTND4LP9,0
CDPF1P1,57
IGHD4-17,0
DNAJB3,0
AL158198.1,0
RPL21P90,0
OR5W1P,0
AL355674.1,0
INKA2-AS1,5
Z82190.1,1
MRPS17P9,0
AL359265.1,3
ARHGAP42P1,0
AL590408.1,0
AC122136.1,0
SLC9A7P1,93
PKD1P2,2
TRIM60P3Y,0
ST13P21,1
AP003385.1,0
CARM1P1,2
AC008850.1,1
TRIM60P11Y,0
AL121885.2,0
KRTAP8-3P,0
MTND5P31,0
AC093166.1,0
AL627223.1,3
UGT1A11P,0
PPIAP93,0
SUCLA2-AS1,15
SEPTIN2P1,0
AC021035.1,0
RPS29P17,4
AL590135.1,2
DPY19L2P3,142
AL358075.2,5
MTND5P18,0
HNRNPA1P31,0
AC002383.1,0
ARL5AP1,0
ELOCP11,0
TEX46,7
USP9YP12,0
Z93242.1,0
GRAMD4P1,0
RPL23AP89,0
MRLN,4
AC114760.1,0
PSPC1P1,8
AL050402.1,0
ASS1P5,0
THAP12P6,1
ATP6V0E1P4,0
AL590652.1,57
RPS26P13,2
FAM66A,22
PSMA2P3,0
OR5P4P,0
LINC00352,0
AL731569.1,67
AC062032.1,0
MED6P1,0
SNAP25-AS1,35
AL158837.1,0
FLJ31104,26
AC092634.3,18
LINC02344,0
AL441943.2,0
KRT8P44,0
AL136979.1,1
ELOCP16,0
AL449043.1,0
AL353997.1,0
AL353597.1,2
SPTLC1P5,6
AC006455.3,0
RBPJP6,0
LINC01655,3
MACROD2-IT1,0
SRGAP3-AS3,1
AC003087.1,0
SELENOOLP,0
AL357874.1,0
AL732414.1,4
AL390243.1,0
MTND2P30,0
AC104695.1,0
RPL3P2,34
LINC01696,0
UQCRBP2,0
FRMD8P1,1
PTPRK-AS1,1
AC007383.1,151
LINC01738,0
AC003989.1,0
CYCSP46,0
AL590128.1,0
RPL18AP17,0
LINC01341,29
TARID,25
AL390778.1,0
AL451042.2,2
AL138799.1,0
AL391994.1,2
RBM15-AS1,16
LINC01429,0
AC098592.2,0
BUB3P1,0
NPM1P22,0
NR1H5P,0
AC078809.1,0
THAP12P3,46
PIN4P1,9
AC002127.1,0
AC012668.1,0
RPL7P30,0
BRK1P2,0
TRIM60P18,0
AC092675.2,0
TDGF1P1,0
AC108463.1,4
AL035417.1,0
RAB11AP1,0
MTND5P1,3
RPL7AP65,0
DHX9P1,2
MYCLP2,0
AC020743.1,0
AC011933.1,4
AC105935.1,4
AC073343.2,32
IL6R-AS1,34
ZNF680P1,7
AC074338.1,0
RAPGEF4-AS1,4
AC006480.1,3
HNRNPA1P46,2
AL158835.1,6
HCG20,15
CYP1D1P,0
AL136369.1,2
AC069257.1,4
AC019084.1,0
AC078842.1,14
AC010967.1,0
HMGN2P21,0
NGF-AS1,1
HSPD1P9,0
AL139246.3,4
VN1R51P,2
AC253536.2,9
AL390729.1,0
EIF3JP1,0
M6PRP1,0
AC114763.1,16
AL160408.1,2
DNAJA1P6,0
MTCO3P40,0
AL355314.2,0
POLR2J2,5
TOP3BP1,0
WBP11P3,0
AL158823.1,6
RANP5,0
FAM245A,1
CFL1P3,4
SEC63P1,102
LINC01736,1936
PABPC4-AS1,9
AC131571.1,2
LYPLAL1-DT,136
AC023469.2,0
LINC01515,78
LINC01740,9
MTCO3P29,0
RPL7P47,3
AL139008.2,0
AC133106.1,0
UBBP5,5
BOD1L2,0
AL591719.1,0
HLA-U,46
AC012368.2,6
AC092810.1,0
SIM1-AS1,0
IFNA14,0
AC118553.1,5
AC009296.1,0
AL589990.1,1
PNKDP1,2
COX6CP15,0
AL354692.1,0
MTATP6P11,1
AC110620.1,0
LINC01820,0
LINC01757,0
AP000692.1,15
SPTBN1-AS1,0
MELTF-AS1,59
ST13P19,5
TPT1P2,0
AC112220.1,0
AC003991.1,17
AL161725.2,6
MYL6P5,4
AP001631.1,0
PHBP3,2
MTND1P17,0
AL162726.2,1
AL096678.1,0
AKIRIN1P2,0
FALEC,21
LINC01649,0
IGHD6-6,0
AL360221.1,0
AC099684.1,1
UBE2V1P14,0
LINC01494,0
AL773545.1,0
AP001469.2,10
LINC01402,3
AL031283.1,6
AC105339.1,2
AL354861.2,0
AL512649.1,1
AC078927.1,0
CASP16P,6
RPL3P1,2
AL357140.2,20
AC004941.1,1
AL161793.1,0
AC092436.1,1
AL133343.1,1
AC007952.2,0
TLE1P1,16
LINC01674,0
AL158069.1,0
AC245452.2,0
AC097713.1,0
AL158147.1,0
MTND1P11,0
AL353072.1,0
HNRNPA1P21,8
PPIAP19,2
AL031963.1,0
AC121251.1,0
AL020996.1,42
AC091770.1,0
AL162385.1,1
GEMIN8P4,37
AC092265.1,0
AL590365.1,1
MTND2P25,0
SNX19P1,1
AC093433.1,0
LINC02843,1
RPL23AP16,0
AL512326.4,0
AL512353.1,192
ELOCP14,0
Z83846.1,0
RPL5P27,0
PTPN2P1,0
OR2M3,0
AL022341.1,23
GRASLND,17
AC004830.2,0
AC131235.1,24
AC016717.1,2
AC007967.2,0
LINC02869,2
PNPP1,0
AL121916.1,0
HYAL6P,0
OFD1P17,2
NLGN1-AS1,0
LINC02770,0
AL355607.1,4
PNRC2P1,46
ATF4P3,6
NPM1P30,0
LINC00578,1288
AC073050.1,5
HCG11,507
NACA4P,14
CRLF3P3,0
AC012070.1,1
AC243961.1,0
TINAG-AS1,0
GAPDHP1,138
GLRXP1,0
AP001476.3,0
TXNP5,2
EFCAB14-AS1,0
AL096803.1,16
AL138900.1,0
TTTY17A,0
MOB1AP1,0
XPC-AS1,94
UBBP2,1
NUTF2P3,0
AC012442.1,11
COL6A4P2,145
MT-ATP8,5435
AC096639.1,2
AC010141.1,0
AC136604.1,2
ITPRIP-AS1,1
LINC01320,5
PSMD8P1,3
LINC02048,4
AC106874.1,0
AL021707.2,97
ARMCX3-AS1,0
UMLILO,1
ORM2,2
AL731568.1,2
KATNBL1P6,0
LYPLA2P1,2
AP000593.2,0
PCAT6,124
AL355862.1,0
TBX18-AS1,0
ARL4AP3,0
AL512604.1,0
AL049712.1,7
BMS1P17,3
LINC00392,0
TTTY4C,0
FAM174C,1443
RPL7P55,0
AL512770.1,47
AC095038.1,0
OR4K6P,5
PRELID1P6,16
OR2S1P,0
LINC01209,0
LINC01350,0
GAPDHP45,0
CYP4F29P,6
GUSBP11,273
MTATP6P19,0
AL158070.1,4
AP001610.2,9
SPATA2P1,0
AL162419.1,3
MYADM-AS1,0
IGKV3D-7,0
AL669831.1,131
PGK1P1,6
LINC01890,1
AL355355.1,5
RPL17P43,1
AC024028.1,1
AC073063.1,22
OR9H1P,0
PPIAP69,0
LINC01784,0
AMD1P1,2
MIR646HG,214
AC002381.1,0
AC115618.2,0
AC112492.2,0
FTLP17,3
EFCAB14P1,1
RPS26P4,0
LINC02585,7
AC018832.1,0
AL354989.1,9
AL450322.1,0
AL450023.1,0
BX322559.1,0
LINC02263,2
AC009220.1,7
AL606970.2,0
AC015971.1,18
SAR1AP1,0
AL133351.1,0
AL592437.1,1
AC108120.1,0
AC106873.1,0
TXNDC12-AS1,0
SMIM10L2B-AS1,0
AL353752.1,0
RPL9P13,0
RPS20P25,0
GAS2L1P2,4
AC010891.1,0
MYL6BP1,0
ITPKB-IT1,0
FAM197Y7,0
AC007040.1,6
AL031668.1,2
AC011995.1,0
AL162391.1,2
LINC01004,166
AL356481.1,66
LINC01635,6
HMGN2P25,0
AL109741.2,1
AC079154.1,1
AL590226.1,5
AC035139.1,4
AP001468.1,6
AL139156.2,7
AL031056.1,590
CCT6P1,153
ELOCP24,0
ELOCP24,0
CDY4P,0
LNC-LBCS,285
AC024937.1,1
LINC01185,10
PTMAP1,2
AL360182.2,0
LINC01768,0
AC005013.1,4
LINC00687,0
AL357552.2,0
AL645634.1,0
AL590764.1,54
AC004910.1,0
AL162726.3,1
ARL5AP3,3
DHFRP2,0
OR7E23P,0
AC004951.1,3
AL139260.1,56
LINC02474,0
AL445567.1,0
MTND5P6,0
AL137244.1,3
UGT1A2P,0
ANKRD49P1,5
AL049734.1,0
SDAD1P1,395
AC098484.1,0
RPS15AP9,0
LINC01546,101
CYP2C59P,0
RPS19P7,2
AP006222.1,5
AC073614.1,0
TRAPPC2P10,0
TUBB4AP1,1
AL845311.1,0
AL929236.1,4
AC018865.1,0
LIN28AP2,0
OST4,3495
CSTP1,1
AL663070.1,47
AL138885.2,0
AC130464.1,0
PRKCE-AS1,0
LINC01713,2
AL137025.1,104
GRK5-IT1,0
C2orf92,222
AL450263.1,9
AC092168.1,2
RPL21P50,0
RAB11FIP1P1,55
LINC01013,24
AC106875.1,0
TMSB10P1,8
RPL15P18,3
EEF1A1P11,115
AL357558.1,0
LINC01760,1
AC011897.1,1
AL513550.1,420
DAP3P2,5
AC006460.1,0
AL359091.2,2
AC023271.2,2
CT47A7,0
SURF6P1,0
RANBP1P1,6
AC099552.3,0
AL845321.1,3
DNAJB6P4,0
AL353689.1,2
MIR34AHG,433
AC016396.1,16
AC068057.1,1
AL445687.1,0
SUMO2P21,6
LYPLAL1-AS1,513
AC009411.1,0
AL157413.1,5
AC073326.1,0
AC093159.1,5
AC003684.1,0
CCDC183-AS1,54
PMS2P12,0
OR7E26P,0
ITPKB-AS1,1
BX284668.2,0
AC073583.1,1
SNRPGP9,3
AL389885.1,0
AC004837.2,6
HSPA8P17,0
AL033519.4,0
AL513323.1,1
AC026355.2,1
AL133247.1,0
LINC01005,0
AC013287.1,2
VN1R4,0
RPS15AP13,0
NUTM2E,7
HSFY7P,0
AL954722.1,1
AL954722.1,0
AL138962.1,0
AC010731.1,11
TUBB1P2,0
AC073143.1,0
AC005042.1,0
AL049748.1,0
SPCS2P4,60
MIR4432HG,0
D21S2088E,52
CFTRP1,0
FNDC10,1469
PAICSP2,0
AC013436.1,0
MTND4P1,0
MACC1-AS1,0
RPL7P52,2
POLR2CP1,15
RPL39P,0
AL121759.1,0
AL139011.1,17
CLDN25,0
PDCL2P1,0
HNF4GP1,0
HK2P1,8
AC141930.1,0
CENPNP2,0
AC012462.2,0
Z97056.1,0
Z82198.1,0
ZNF883,190
HDAC2-AS2,40
AL451047.1,1
AC245100.3,0
AC009468.1,0
AC092295.1,4
HOTAIR,0
AL136115.1,9
LINC02663,0
FCF1P2,0
ROCR,6
AC079779.2,7
PHKG1P2,0
RPL31P13,0
AL353747.2,0
SNHG26,41
AC008940.1,1
HNRNPCP7,42
AC079793.1,3
MYO5BP3,0
RPL23AP58,3
AL772202.1,0
LINC01201,0
VN1R35P,0
STIM1-AS1,8
PSMD10P1,1
AL513480.1,0
BX679664.1,2
KRT18P1,1
AL157385.1,2
TRGV5P,8
LINC00448,0
NANOGP2,0
PROB1,581
PPIAP59,0
AC006482.1,0
TTC3-AS1,3
AL034347.1,2
AC004692.2,0
AC008072.1,0
AC016820.1,5
AL365356.2,0
AL590723.1,9
AL035407.2,0
COL11A2P1,0
AL355997.1,1
AL445307.1,51
MTND4P18,0
CES1P1,0
ARL17B,9
AL023755.1,0
AC010655.1,0
TNKS2-AS1,136
AL645998.1,14
AL355310.2,0
LINC00659,1
AL691426.1,0
AL109763.1,0
LINC02575,8
AC004006.1,0
AL691420.1,0
DHFR,927
AF013593.1,0
LINC02521,10
AL022313.2,1
AC016909.1,0
SRGAP3-AS2,7
MTND2P12,0
SAPCD1,15
PPIAP91,2
AL627308.1,0
LINC02013,0
AC096543.2,0
AC011228.1,0
AC008781.1,2
AL162384.1,0
GABRG3-AS1,0
AL445985.1,13
LINC02577,0
RPS3AP30,0
AL450306.1,29
LINC01672,1
AC004022.1,0
EIF4BP2,1
RPL13AP19,0
PABPC1P8,0
AC244452.1,0
FAF2P1,0
LIMS1-AS1,10
ZNF885P,0
RPL7L1P8,0
KRT8P18,0
AC003101.1,0
ABCF2P2,0
AC007327.1,0
BX510359.3,0
AL033539.1,0
WEE2-AS1,205
AC114492.1,0
LINC02534,0
AL513542.1,0
Z69666.1,2
Z92545.1,0
AL353705.1,4
MRPL45P2,87
H3P29,0
LINC00954,50
LINC00266-4P,0
NLGN4Y-AS1,0
HCG22,4
AC245128.2,0
THRB-AS1,18
AL356310.1,1
AL033523.1,58
LINC01128,997
FAM207BP,7
LINC01939,0
AL590068.1,0
AC064807.1,625
AC073641.1,2
MTCYBP42,0
AC072022.1,5
AC092628.1,0
MRPS18CP6,0
HMGB3P4,6
AL034428.1,2
PABPC1P11,0
LAMA5-AS1,50
AC017007.1,0
MARK2P13,0
AK3P5,2
BACH1-IT2,12
AL359918.1,10
AL049792.1,0
RPSAP1,1
AL592309.1,0
MIR4500HG,212
LAMTOR3P1,0
AL592494.1,0
AL929410.1,0
TLK2P2,1
AC005077.3,1
AL160408.2,0
AC244098.2,0
ATP5MFP2,4
AC012123.1,0
CT45A5,0
CBX3P6,0
AL355483.1,0
PIK3IP1-DT,10
PCDH9-AS2,0
AL133410.2,0
AL358176.3,0
ATP5MC2P4,2
RPS20P13,0
CDY12P,0
MTCO3P4,0
AC092802.2,15
NEGR1-IT1,1
AL009048.1,0
USP17L30,0
AC104653.1,62
AL731547.1,0
RPL23AP12,0
AC068389.1,9
AL121985.1,1
MYLKP1,5
COX4I1P2,0
CSP1,0
AC012307.1,1
AC090954.1,0
AC010745.2,1
AL669970.3,1
SEPTIN7-DT,184
RPL35AP6,1
CICP9,4
RPL23AP26,1
AL138963.1,0
EEF1DP1,7
LINC01428,0
UBAC2-AS1,154
TTTY21,0
AC012441.2,0
MTCO1P43,0
HMGN2P36,0
ST6GALNAC2P1,0
RASA4CP,46
AL353804.1,25
LINC01803,0
OR1H1P,0
OR7E128P,9
NECTIN4-AS1,1
LINC01344,5
AC097381.1,3
AC234771.2,0
AP000355.1,0
AC016722.2,30
TSPY3,0
KPNA2P2,3
RPS13P2,21
MTCO1P3,3
AC107419.1,22
AL353132.1,0
MTA3P1,1
SNRPD2P1,0
AKT3-IT1,0
AL391730.1,0
UBE3AP2,0
AL137792.2,0
AC004485.1,23
CLUHP2,0
SLC25A6P5,1
UGT1A12P,0
AC023137.1,9
LINC02041,0
AC006026.2,0
AL591623.2,1
SATB1-AS1,47
AL512590.1,0
PIGPP3,0
AL049812.3,1
OR2A9P,5
LINC01690,3
OR7E93P,0
RPSAP60,0
HOMER2P1,0
AC096554.1,1
UBTFL6,10
LINC02607,2
AC009955.1,0
AC006483.1,0
SUMO2P8,0
PPIAP55,3
LINC01205,1
AC097658.1,10
AL627095.1,0
SLC47A1P1,0
AC021451.1,0
TRDD3,0
AC234781.3,3
AL353771.1,0
RPL5P32,0
MTND1P9,0
AL136452.1,0
AC091167.1,13
AC096570.1,1
SEPTIN7P8,1
ACTBP14,4
AC246785.1,0
HNF4A-AS1,0
EXOSC3P1,0
TMPRSS11GP,0
AL161672.1,2
LINC01038,0
AC003685.1,0
AC083939.1,0
RPL30P13,0
AL450472.1,0
AC096638.2,0
LINC01277,12
PMS2P7,1
AL161457.1,1
AKR7A2P1,3
AL450992.1,3
AL365366.1,4
RAB1AP1,3
AP001595.1,0
HSFY1P1,0
KRT223P,0
CDCA4P1,22
BX276092.3,0
MTCO1P25,0
AL445685.2,1
SPRR2C,0
VDAC1P8,66
MRPL32P2,2
AL031656.1,1
ZFAND2A-DT,278
AL451070.1,1
HMGN1P2,0
AF127577.1,0
DUTP1,0
LINC01788,0
AL449283.1,1
RPS29P14,1
HECW2-AS1,7
RPS3AP54,8
AL451124.1,0
TRBV23OR9-2,0
AC104073.1,0
AL354893.2,0
AC093459.1,0
AL714022.1,0
TMPOP1,0
HMGN2P24,0
CR848007.1,0
MTCO3P30,0
LINC01165,0
OR5AW1P,0
PSMA6P2,3
LINC01548,0
RPS26P18,0
MTND1P10,4
ANKRD20A8P,2
FO082842.1,0
HSPA8P8,1
IGHV3-47,2
OR51AB1P,0
CALM2P2,22
ELOCP20,0
AC076966.2,1
YY1P2,0
ASTN2-AS1,2
BTBD6P1,2
ABHD17AP4,2
LINC02587,0
AL137847.1,19
AC006355.1,0
MED4-AS1,0
AL356583.2,1
AL390774.1,0
AL137026.1,7
RPL41,5082
AC068491.1,0
AC026403.1,56
CYCSP4,0
AGBL5-IT1,28
VIM-AS1,79
KANSL1L-AS1,59
ACTG1P2,0
AC016710.1,0
EIF4A1P10,26
RPS7P4,3
CDY6P,0
CCDC26,83
HCG4P8,0
AC009480.2,0
ACTBP1,5
SNX18P4,0
SMPD4P2,0
CRYGEP,0
AC233976.1,0
ANKRD10-IT1,1346
EPHA1-AS1,22
KCNQ5-AS1,6
LINC02038,0
CR769776.2,2
TSPY23P,0
AC009229.2,0
TCP1P1,1
RUNX3-AS1,1
NAP1L1P2,0
GDI2P1,1
AC114488.1,1
RPL19P20,5
AL096701.2,0
AC073065.1,0
SRMP3,0
LINC00382,0
AC008154.1,0
AC233280.1,25
AC006001.3,866
MRPS16P1,0
PGA4,1
ATP5PDP2,0
ADAM1A,0
AL050349.1,0
AC069542.1,1
AL358473.1,37
AC004870.3,0
AC009495.1,0
AC087071.1,4
RPS15AP28,1
LINC02787,0
AC103564.1,0
PTGES3P3,89
LINC00200,2
AL162408.1,1
SERPINH1P1,3
RBMY2NP,0
AC073987.1,0
KCTD9P6,0
AC044860.1,5
AL033527.1,1
LINC00242,86
CYCSP11,0
AC096633.1,1
HNRNPA1P66,0
KRT18P4,16
AC105398.1,2
AL162400.2,0
BTF3L4P4,0
AL356056.1,2
LINC00582,1
AC022201.1,0
MT1P3,0
FEM1AP1,0
KRT18P53,0
KRT18P53,0
AC011891.2,0
RBMY1KP,0
RPL37P18,0
TTTY10,0
HMGN1P37,6
PPP1R12BP1,0
AL451000.1,0
LINC00710,0
PNPT1P1,2
AL358452.1,0
LINC01981,0
LINC00377,6
AL627313.1,0
WBP2P1,0
LINC00446,0
USP9YP31,0
HNRNPA1P8,7
OR8C1P,0
AC138089.1,0
ST13P13,3
AL807752.2,0
LPGAT1-AS1,0
LRRC37A12P,0
AL596223.1,1
AL160411.1,0
AC004691.1,0
POM121L8P,0
SNHG31,64
PES1P2,0
AL451048.1,0
AC091493.1,0
AL157388.1,24
BX664615.1,0
LINC02829,0
BX284656.1,0
REV3L-IT1,3
AL133353.1,0
EEF1DP6,0
GPR53P,0
AL031963.2,3
AL356387.1,0
AP000522.1,0
FABP5P4,0
AL451142.2,0
AP000431.1,0
LINC02768,35
RFPL4AL1,4
AL139294.1,0
AL451140.1,0
TUBB8P1,11
AL121845.1,0
AC006455.4,0
TAF9P2,0
PPIAP25,1
AL358876.1,0
AP001464.1,1
LINC00459,0
AC010737.1,0
AL353633.1,0
RPP40P1,0
BX088651.2,1
AL353693.1,0
AL133268.3,0
ORM1,1
MCHR2-AS1,0
HMGB1P45,0
KRT8P12,733
AC008269.1,38
AC244197.1,0
NUTF2P7,0
ACAP2-IT1,16
RPL17P15,0
AL391839.1,0
AC006947.1,0
GK-IT1,0
PGBD4P8,0
AC046143.1,5
DANT1,0
SREK1IP1P1,0
AC079305.2,196
NME2P3,0
AC093414.1,1
CDY22P,0
MTCO2P12,97
AL392185.1,0
AL596268.1,0
HYI-AS1,1
ACTG1P9,8
KRTAP9-11P,0
AC007563.1,0
LRRC3-DT,1
CYCSP51,0
DPY19L1P1,89
PIN1P1,0
PPP1R2P5,0
UBTFL7,0
AC006967.1,0
HMGN2P19,1
AC090587.1,7
AL450263.2,1
AC073062.1,2
SZT2-AS1,0
LINC00452,1
USP24P1,0
CICP3,1
AC006041.1,0
PRKAR1B-AS2,0
BX322557.1,1
HMGB1P16,1
CTNNA2-AS1,19
OR8B9P,1
LINC01715,52
AC111152.1,0
MICD,3
HLA-DRB6,18802
AL139246.4,1
AC062039.1,0
AL031667.1,0
AL592148.1,8
CNIH3-AS1,238
MIR5689HG,5
AL162151.1,0
AC005999.1,8
LINC00858,1
AC092580.1,0
OFD1P4Y,0
AL359853.1,2
AL117328.1,11
AC018638.1,34
KCNQ1-AS1,2
SFTA3,1
USP9YP8,0
NPM1P25,0
AL136181.1,0
RALGAPA1P1,143
H3P10,0
AL512625.2,76
RPL27AP8,0
AC007349.1,1
AJ009632.2,160
ANKRD26P4,0
MED8-AS1,33
LINC02069,2
AC017048.1,0
PIP5K1P2,1
AC073850.1,0
LINC00366,0
AL139413.1,2
THEMIS3P,8
LINC00433,2
ST3GAL3-AS1,0
AC114495.2,12
CPVL-AS1,0
SPINK8,119
AL157882.1,0
RPS10P18,0
RLIMP1,1
LINC01789,0
AC010157.1,0
AC023669.1,2
AC127383.1,0
LYST-AS1,0
ACTG1P11,2
LINC02627,0
RPL39P18,3
RGS17P1,4
PATL2,142
ROBO2P1,0
LINC00362,0
LINC02766,24
KSR1P1,0
AC104454.1,0
ALG13-AS1,15
AC136489.1,1
FO681548.1,0
AC012494.2,0
AL450327.1,0
AC005189.1,1
AC105053.1,8
RPL17P1,0
AL391863.1,0
RPL21P37,4
AC104455.1,1
PHKG1P4,0
AC244023.1,1
GAS2L1P1,0
AC068580.1,0
FLT1P1,1
UBE2V1P3,0
AL591866.1,2
LINC00404,12
MYCBP2-AS2,6
LINC01523,1
AC053503.1,15
KRT16P4,0
AC119677.1,0
AL136097.1,1
RABGAP1L-AS1,1
